folder,File path,Type,English name,Traditional Chinese name,key,url
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent18png_combined.webp,Events,"SEEKING THE INTERIOR, Local diaspora","尋找內地, 在地遷徙",Events_Cards/BnC/BnCCards300pxiBnCEvent18png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent18png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent19png_combined.webp,Events,A STRANGE MADNESS AMONG THE BEASTS,野生動物異常發狂,Events_Cards/BnC/BnCCards300pxiBnCEvent19png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent19png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent1png_combined.webp,Events,SLAVE REBELLION,奴隸起義,Events_Cards/BnC/BnCCards300pxiBnCEvent1png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent1png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent20png_combined.webp,Events,MISSIONARIES ARRIVE,傳教土登陸,Events_Cards/BnC/BnCCards300pxiBnCEvent20png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent20png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent21png_combined.webp,Events,OUTPACED,快速成長,Events_Cards/BnC/BnCCards300pxiBnCEvent21png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent21png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent22png_combined.webp,Events,SACRED SITES UNDER THREAT,聖域危機,Events_Cards/BnC/BnCCards300pxiBnCEvent22png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent22png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent23png_combined.webp,Events,WAR TOUCHES THE ISLAND'S SHORES,戰火登岸,Events_Cards/BnC/BnCCards300pxiBnCEvent23png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent23png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent24png_combined.webp,Events,NEW SPECIES SPREAD,外來種入侵,Events_Cards/BnC/BnCCards300pxiBnCEvent24png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent24png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent25png_combined.webp,Events,FARMERS SEEK THE DAHAN FOR AID,農民向達漢人求援,Events_Cards/BnC/BnCCards300pxiBnCEvent25png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent25png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent26png_combined.webp,Events,YEARS OF LITTLE RAIN,無雨之年,Events_Cards/BnC/BnCCards300pxiBnCEvent26png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent26png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent2png_combined.webp,Events,"PROMISING FARMLAND, New cash crops take hold","潛在的田地, 新經濟作物崛起",Events_Cards/BnC/BnCCards300pxiBnCEvent2png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent2png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent3png_combined.webp,Events,"HEAVY FARMING, Overcrowded cities","集約農業, 都市人口爆炸",Events_Cards/BnC/BnCCards300pxiBnCEvent3png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent3png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent4png_combined.webp,Events,"URBAN DEVELOPMENT, Festering pits of blight","都市開發, 遺爛的垃圾坑",Events_Cards/BnC/BnCCards300pxiBnCEvent4png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent4png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent5png_combined.webp,Events,"POPULATION RISES, Power fades","人口成長, 力量衰減",Events_Cards/BnC/BnCCards300pxiBnCEvent5png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent5png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent6png_combined.webp,Events,"WELL- PREPARED EXPLORERS, Blight spreads","有備而來的探險家, 傷害漫延",Events_Cards/BnC/BnCCards300pxiBnCEvent6png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent6png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent7png_combined.webp,Events,"TIGHT-KNIT COMMUNITIES, Blight spreads","和諧社會, 傷害漫延",Events_Cards/BnC/BnCCards300pxiBnCEvent7png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent7png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent8png_combined.webp,Events,"INVADERS SURGE INLAND, Widening destruction","入侵者大舉湧入內陸, 人禍加劇",Events_Cards/BnC/BnCCards300pxiBnCEvent8png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent8png_combined.webp
Events_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\BnC\Combined\BnCCards300pxiBnCEvent9png_combined.webp,Events,"SEARCH FOR NEW LANDS, Devastated shores","尋找新天地, 被毀滅的海岸",Events_Cards/BnC/BnCCards300pxiBnCEvent9png_combined.webp,https://suisoko.com/Events_Cards/BnC/BnCCards300pxiBnCEvent9png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent10png_combined.webp,Events,"CIVIC ENGAGEMENT, Life’s web torn asunder","公民參與, 支離破碎的生態",Events_Cards/JE/JECards300pxiJEEvent10png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent10png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent11png_combined.webp,Events,"COASTAL TOWNS MULTIPLY, Cooperation among towns","沿海城鎮增長, 城鄉聯盟",Events_Cards/JE/JECards300pxiJEEvent11png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent11png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent12png_combined.webp,Events,"WOUNDED LANDS ATTRACT EXPLORERS, The world’s vibrance fades","荒蕪之地引來探險家, 世界正走向死亡",Events_Cards/JE/JECards300pxiJEEvent12png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent12png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent13png_combined.webp,Events,"THRIVING TRADE, Partitioned wilderness","蓬勃的貿易, 被割據的大地",Events_Cards/JE/JECards300pxiJEEvent13png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent13png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent14png_combined.webp,Events,"CITIES RISE, Depleted soil","都市興起, 枯竭的土壤",Events_Cards/JE/JECards300pxiJEEvent14png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent14png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent15png_combined.webp,Events,"PROVINCIAL SEAT, Lands hollow of promise","省會, 失望之地",Events_Cards/JE/JECards300pxiJEEvent15png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent15png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent16png_combined.webp,Events,"FORTUNE- SEEKERS, The land’s bounty exhausted","富貴險中求, 恩典不再",Events_Cards/JE/JECards300pxiJEEvent16png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent16png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent17png_combined.webp,Events,"GRADUAL CORRUPTION, Ravaged wilderness","日漸腐敗的人們, 被摧殘的生態",Events_Cards/JE/JECards300pxiJEEvent17png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent17png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent18png_combined.webp,Events,"SEEK NEW FARMLAND, Voracious consumption","找尋新耕地, 過度開發",Events_Cards/JE/JECards300pxiJEEvent18png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent18png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent19png_combined.webp,Events,"THE FRONTIER CALLS, Self-sacrifice buys time","邊境的呼喚, 犧牲自己，爭取時間",Events_Cards/JE/JECards300pxiJEEvent19png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent19png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent1png_combined.webp,Events,"OVERCONFIDENCE, Terror breeds aggression","過度自信, 恐懼激發敵意",Events_Cards/JE/JECards300pxiJEEvent1png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent1png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent20png_combined.webp,Events,"SMALLER PORTS SPRING UP, Extensive building","小港口如雨後春筍般出現, 大興土木",Events_Cards/JE/JECards300pxiJEEvent20png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent20png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent21png_combined.webp,Events,"NO BRAVERY WITHOUT NUMBERS, Courage of the crowd","沒有數量，沒有膽量, 人多勢眾",Events_Cards/JE/JECards300pxiJEEvent21png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent21png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent22png_combined.webp,Events,"MAPMAKERS CHART THE WILD, Increasing aggression","製圖師記下了路線, 增長的敵意",Events_Cards/JE/JECards300pxiJEEvent22png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent22png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent23png_combined.webp,Events,"INVESTED ARISTOCRACY, Foreign dignitaries visit","貴族投資者, 外國政要來訪",Events_Cards/JE/JECards300pxiJEEvent23png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent23png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent24png_combined.webp,Events,"HARVEST BOUNTY HARVEST DUST, Widespread clearcutting","濫墾濫伐, 砍伐殆盡",Events_Cards/JE/JECards300pxiJEEvent24png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent24png_combined.webp
Events_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Events_Cards\JE\Combined\JECards300pxiJEEvent25png_combined.webp,Events,LIFES BALANCE TILTS,被破壞的平衡,Events_Cards/JE/JECards300pxiJEEvent25png_combined.webp,https://suisoko.com/Events_Cards/JE/JECards300pxiJEEvent25png_combined.webp
